Type,Name,Net Payment This Period,Comparable Payment Prior Year,Period Percent Change,Payment Year to Date,Prior Year Payment Year to Date,Year Percent Change,Report Period,Report Year,Report Period Type
CITY,La Joya,$215.14,$132.28,62.64%,$215.14,$132.28,62.64%,1,2014,"QUARTERLY"""
CITY,Runaway Bay,$555.70,$624.08,-10.96%,$1414.07,$1637.68,-13.65%,3,2016,"QUARTERLY"""
CITY,Richardson,$126163.72,$101218.59,24.64%,$126163.72,$101218.59,24.64%,1,2015,"QUARTERLY"""
CITY,Cedar Park,$57475.91,$51731.39,11.1%,$108101.69,$93412.24,15.73%,2,2015,"QUARTERLY"""
CITY,Jacinto City,$1839.02,$1842.57,-0.19%,$1839.02,$1842.57,-0.19%,1,2016,"QUARTERLY"""
COUNTY,Dallas,$4051815.53,$3969530.37,2.07%,$8060434.07,$7752888.99,3.97%,2,2016,"QUARTERLY"""
COUNTY,Dallas,$4051815.53,$3969530.37,2.07%,$8060434.07,$7752888.99,3.97%,2,2016,"QUARTERLY"""
COUNTY,Lavaca,$2418.04,$2466.10,-1.95%,$2418.04,$2466.10,-1.95%,1,2016,"QUARTERLY"""
CITY,Cuero,$2334.88,$2126.65,9.79%,$12712.17,$8338.86,52.44%,4,2014,"QUARTERLY"""
CITY,East Bernard,$375.77,$0.00,0%,$375.77,$0.00,0%,1,2015,"QUARTERLY"""
CITY,Hidalgo,$3324.81,$3941.65,-15.65%,$3324.81,$3941.65,-15.65%,1,2016,"QUARTERLY"""
CITY,Carrizo Springs,$5367.98,$1820.63,194.84%,$10380.91,$4953.95,109.55%,3,2013,"QUARTERLY"""
CITY,Gladewater,$21.51,$10.12,112.55%,$21.51,$10.12,112.55%,2,2015,"QUARTERLY"""
COUNTY,Midland,$163184.18,$115827.94,40.88%,$163184.18,$115827.94,40.88%,1,2014,"QUARTERLY"""
CITY,Hearne,$828.00,$831.78,-0.45%,$1533.64,$1458.69,5.14%,2,2016,"QUARTERLY"""
CITY,Hearne,$828.00,$831.78,-0.45%,$1533.64,$1458.69,5.14%,2,2016,"QUARTERLY"""
CITY,Cockrell Hill,$309.61,$158.77,95.01%,$750.15,$773.82,-3.06%,4,2015,"QUARTERLY"""
CITY,Tyler,$83907.36,$72067.64,16.43%,$316667.39,$279116.76,13.45%,4,2013,"QUARTERLY"""
CITY,Farmers Branch,$24964.93,$13814.33,80.72%,$46751.64,$26653.23,75.41%,2,2014,"QUARTERLY"""
CITY,Mount Pleasant,$5955.97,$6730.55,-11.51%,$5955.97,$6730.55,-11.51%,1,2013,"QUARTERLY"""
CITY,Marble Falls,$12293.37,$9779.37,25.71%,$29330.98,$27008.54,8.6%,3,2013,"QUARTERLY"""
CITY,Breckenridge,$771.43,$759.67,1.55%,$771.43,$759.67,1.55%,1,2014,"QUARTERLY"""
CITY,Howardwick,$44.22,$86.17,-48.68%,$44.22,$86.17,-48.68%,1,2015,"QUARTERLY"""
CITY,Rockport,$16046.59,$15381.97,4.32%,$41615.25,$37074.23,12.25%,3,2015,"QUARTERLY"""
CITY,Buffalo Gap,$2540.65,$2523.16,0.69%,$2540.65,$2523.16,0.69%,1,2016,"QUARTERLY"""
CITY,Liberty,$3424.92,$2966.95,15.44%,$6758.14,$5399.25,25.17%,2,2014,"QUARTERLY"""
CITY,Kingsville,$13567.18,$12640.04,7.33%,$58063.08,$47177.17,23.07%,4,2014,"QUARTERLY"""
CITY,Whitewright,$1436.73,$1526.22,-5.86%,$5487.26,$5156.11,6.42%,4,2014,"QUARTERLY"""
CITY,Glen Rose,$1574.29,$1386.36,13.56%,$1574.29,$1386.36,13.56%,1,2015,"QUARTERLY"""
COUNTY,Terry,$285.50,$606.93,-52.96%,$640.11,$1452.47,-55.93%,3,2015,"QUARTERLY"""
CITY,Graham,$4060.86,$3819.88,6.31%,$15186.16,$13590.16,11.74%,4,2015,"QUARTERLY"""
CITY,Seagoville,$2456.01,$2544.76,-3.49%,$2456.01,$2544.76,-3.49%,1,2016,"QUARTERLY"""
CITY,Hickory Creek,$0.00,$1349.83,-100%,$0.00,$1349.83,-100%,1,2016,"QUARTERLY"""
CITY,Brackettville,$168.10,$310.50,-45.86%,$1160.38,$1141.35,1.67%,3,2014,"QUARTERLY"""
CITY,Floresville,$3728.29,$4660.48,-20%,$11587.00,$13087.33,-11.46%,3,2015,"QUARTERLY"""
CITY,Hallsville,$392.63,$72.28,443.21%,$751.65,$148.67,405.58%,2,2013,"QUARTERLY"""
COUNTY,Willacy,$537.01,$313.09,71.52%,$537.01,$313.09,71.52%,1,2014,"QUARTERLY"""
CITY,Lavon,$54.75,$26.04,110.25%,$195.40,$105.45,85.3%,4,2014,"QUARTERLY"""
CITY,Tulia,$255.56,$0.00,0%,$255.56,$0.00,0%,4,2015,"QUARTERLY"""
CITY,Granbury,$15853.63,$11826.45,34.05%,$30650.41,$21817.54,40.49%,2,2014,"QUARTERLY"""
CITY,Westlake,$14292.22,$14166.44,0.89%,$51726.96,$43903.22,17.82%,4,2014,"QUARTERLY"""
CITY,Mansfield,$47192.02,$45875.46,2.87%,$90301.25,$88150.15,2.44%,2,2016,"QUARTERLY"""
CITY,Mansfield,$47192.02,$45875.46,2.87%,$90301.25,$88150.15,2.44%,2,2016,"QUARTERLY"""
CITY,Tool,$0.00,$33.37,-100%,$855.53,$280.50,205%,4,2013,"QUARTERLY"""
COUNTY,Collingsworth,$582.27,$647.68,-10.1%,$1573.39,$1649.14,-4.59%,3,2015,"QUARTERLY"""
COUNTY,Clay,$237.47,$0.00,0%,$237.47,$0.00,0%,1,2015,"QUARTERLY"""
CITY,Luling,$165.64,$145.03,14.21%,$165.64,$145.03,14.21%,1,2013,"QUARTERLY"""
COUNTY,Nacogdoches,$20953.40,$23165.55,-9.55%,$68964.45,$60551.41,13.89%,3,2014,"QUARTERLY"""
CITY,Seminole,$1062.08,$391.63,171.19%,$3194.20,$391.63,715.62%,4,2014,"QUARTERLY"""
CITY,Jasper,$1802.51,$2116.38,-14.83%,$1802.51,$2116.38,-14.83%,1,2016,"QUARTERLY"""
COUNTY,Runnels,$262.55,$171.57,53.03%,$262.55,$171.57,53.03%,1,2015,"QUARTERLY"""
CITY,China Grove,$1168.03,$879.71,32.77%,$2341.35,$1147.29,104.08%,2,2014,"QUARTERLY"""
CITY,Hewitt,$662.92,$506.87,30.79%,$662.92,$506.87,30.79%,1,2013,"QUARTERLY"""
COUNTY,Bastrop,$39353.79,$37975.48,3.63%,$72770.02,$63654.43,14.32%,2,2015,"QUARTERLY"""
CITY,Whitesboro,$226.00,$204.48,10.52%,$865.39,$715.34,20.98%,4,2015,"QUARTERLY"""
CITY,Nixon,$157.94,$0.00,0%,$157.94,$0.00,0%,1,2016,"QUARTERLY"""
COUNTY,Ector,$188964.42,$156778.31,20.53%,$188964.42,$156778.31,20.53%,1,2015,"QUARTERLY"""
COUNTY,Nacogdoches,$23165.55,$19342.35,19.77%,$60551.41,$61699.12,-1.86%,3,2013,"QUARTERLY"""
CITY,Haltom City,$2945.06,$3107.63,-5.23%,$2945.06,$3107.63,-5.23%,1,2015,"QUARTERLY"""
COUNTY,Haskell,$458.58,$190.61,140.59%,$1063.17,$598.99,77.49%,3,2013,"QUARTERLY"""
COUNTY,Hays,$142167.95,$97125.32,46.38%,$255283.82,$182875.66,39.59%,2,2014,"QUARTERLY"""
COUNTY,Live Oak,$1052.23,$1749.99,-39.87%,$4022.04,$5986.81,-32.82%,3,2015,"QUARTERLY"""
CITY,Sherman,$31182.98,$28705.00,8.63%,$31182.98,$28705.00,8.63%,1,2016,"QUARTERLY"""
COUNTY,Collingsworth,$403.09,$403.76,-0.17%,$403.09,$403.76,-0.17%,1,2013,"QUARTERLY"""
COUNTY,Donley,$52.87,$44.22,19.56%,$52.87,$44.22,19.56%,1,2016,"QUARTERLY"""
CITY,Sansom Park,$2446.80,$2179.80,12.25%,$2446.80,$2179.80,12.25%,1,2014,"QUARTERLY"""
CITY,Vega,$593.97,$804.04,-26.13%,$2270.03,$2820.38,-19.51%,4,2014,"QUARTERLY"""
CITY,Granger,$1062.26,$641.27,65.65%,$1062.26,$641.27,65.65%,1,2014,"QUARTERLY"""
COUNTY,Zavala,$1426.09,$1159.38,23%,$2783.99,$2353.25,18.3%,2,2014,"QUARTERLY"""
CITY,San Antonio,$1750441.51,$1322813.25,32.33%,$4555788.61,$4024442.65,13.2%,3,2013,"QUARTERLY"""
CITY,Abilene,$75680.44,$78456.01,-3.54%,$328535.83,$310181.55,5.92%,4,2015,"QUARTERLY"""
CITY,Rockport,$10618.30,$9206.30,15.34%,$10618.30,$9206.30,15.34%,1,2015,"QUARTERLY"""
COUNTY,Wood,$9267.06,$7022.71,31.96%,$16925.17,$13111.79,29.08%,2,2014,"QUARTERLY"""
CITY,Walnut Springs,$243.82,$0.00,0%,$243.82,$0.00,0%,2,2014,"QUARTERLY"""
CITY,Blum,$438.26,$258.89,69.28%,$920.85,$522.12,76.37%,2,2014,"QUARTERLY"""
CITY,Hempstead,$1141.62,$1100.49,3.74%,$3604.93,$3051.90,18.12%,3,2015,"QUARTERLY"""
COUNTY,Bailey,$327.65,$379.83,-13.74%,$614.40,$589.45,4.23%,2,2016,"QUARTERLY"""
COUNTY,Bailey,$327.65,$379.83,-13.74%,$614.40,$589.45,4.23%,2,2016,"QUARTERLY"""
CITY,Bandera,$3396.44,$2148.05,58.12%,$5915.22,$3808.16,55.33%,2,2015,"QUARTERLY"""
CITY,Hamilton,$0.00,$103.26,-100%,$0.00,$103.26,-100%,1,2015,"QUARTERLY"""
CITY,Blum,$404.36,$310.13,30.38%,$926.48,$829.01,11.76%,3,2013,"QUARTERLY"""
CITY,Webster,$121469.87,$117958.93,2.98%,$252381.56,$250720.23,0.66%,2,2016,"QUARTERLY"""
CITY,Webster,$121469.87,$117958.93,2.98%,$252381.56,$250720.23,0.66%,2,2016,"QUARTERLY"""
CITY,University Park,$39355.89,$32799.13,19.99%,$130170.46,$83111.37,56.62%,3,2014,"QUARTERLY"""
CITY,Palmview,$4557.06,$166.47,2637.47%,$4902.53,$422.28,1060.97%,2,2016,"QUARTERLY"""
CITY,Palmview,$4557.06,$166.47,2637.47%,$4902.53,$422.28,1060.97%,2,2016,"QUARTERLY"""
COUNTY,Maverick,$11016.91,$8018.01,37.4%,$39245.89,$35857.03,9.45%,4,2013,"QUARTERLY"""
COUNTY,Kendall,$16389.06,$17811.53,-7.99%,$64824.81,$64836.29,-0.02%,4,2015,"QUARTERLY"""
CITY,Little Elm,$4151.09,$3417.25,21.47%,$4151.09,$3417.25,21.47%,1,2014,"QUARTERLY"""
CITY,Leon Valley,$7425.97,$6150.56,20.74%,$30015.35,$28779.78,4.29%,4,2013,"QUARTERLY"""
CITY,Cuero,$1145.86,$2089.56,-45.16%,$2434.02,$3800.60,-35.96%,2,2016,"QUARTERLY"""
CITY,Cuero,$1145.86,$2089.56,-45.16%,$2434.02,$3800.60,-35.96%,2,2016,"QUARTERLY"""
CITY,West,$175.61,$0.00,0%,$621.46,$0.00,0%,4,2014,"QUARTERLY"""
CITY,West Columbia,$163.32,$247.10,-33.91%,$354.16,$388.84,-8.92%,2,2013,"QUARTERLY"""
CITY,Eagle Lake,$589.56,$467.55,26.1%,$589.56,$467.55,26.1%,1,2014,"QUARTERLY"""
CITY,Port Neches,$1306.41,$1320.95,-1.1%,$2895.62,$3050.07,-5.06%,2,2013,"QUARTERLY"""
CITY,Brenham,$10453.15,$8438.61,23.87%,$19908.91,$16231.15,22.66%,2,2015,"QUARTERLY"""
CITY,La Marque,$8578.97,$5008.50,71.29%,$8578.97,$5008.50,71.29%,1,2014,"QUARTERLY"""
COUNTY,Nolan,$3060.34,$2802.12,9.22%,$6326.26,$5305.23,19.25%,2,2016,"QUARTERLY"""
COUNTY,Nolan,$3060.34,$2802.12,9.22%,$6326.26,$5305.23,19.25%,2,2016,"QUARTERLY"""
CITY,Sunrise Beach,$78.31,$38.41,103.88%,$78.31,$38.41,103.88%,1,2013,"QUARTERLY"""
CITY,Laguna Vista,$1986.26,$1463.53,35.72%,$3506.28,$3500.53,0.16%,2,2016,"QUARTERLY"""
CITY,Laguna Vista,$1986.26,$1463.53,35.72%,$3506.28,$3500.53,0.16%,2,2016,"QUARTERLY"""
CITY,Livingston,$1981.61,$1422.94,39.26%,$1981.61,$1422.94,39.26%,1,2015,"QUARTERLY"""
CITY,Trophy Club,$5598.38,$5551.69,0.84%,$14674.10,$15242.94,-3.73%,3,2015,"QUARTERLY"""
CITY,Seymour,$545.08,$0.00,0%,$545.08,$0.00,0%,1,2013,"QUARTERLY"""
COUNTY,Parker,$38089.31,$35550.33,7.14%,$70003.20,$64752.93,8.11%,2,2015,"QUARTERLY"""
CITY,Troup,$607.52,$445.61,36.33%,$1730.45,$1190.12,45.4%,3,2014,"QUARTERLY"""
COUNTY,Ward,$1773.30,$1833.78,-3.3%,$4000.00,$3350.85,19.37%,2,2016,"QUARTERLY"""
COUNTY,Ward,$1773.30,$1833.78,-3.3%,$4000.00,$3350.85,19.37%,2,2016,"QUARTERLY"""
CITY,Palacios,$1589.72,$1304.31,21.88%,$1589.72,$1304.31,21.88%,1,2016,"QUARTERLY"""
CITY,Avinger,$121.78,$0.00,0%,$121.78,$0.00,0%,1,2014,"QUARTERLY"""
CITY,Joshua,$378.55,$312.30,21.21%,$968.85,$515.97,87.77%,2,2013,"QUARTERLY"""
CITY,Mount Pleasant,$6518.58,$6788.12,-3.97%,$12474.55,$13518.67,-7.72%,2,2013,"QUARTERLY"""
CITY,Clear Lake Shores,$6356.39,$3440.15,84.77%,$19565.47,$14789.50,32.29%,4,2013,"QUARTERLY"""
CITY,Lavon,$0.00,$38.00,-100%,$0.00,$38.00,-100%,1,2016,"QUARTERLY"""
CITY,Marfa,$5130.43,$4404.28,16.49%,$14682.25,$11163.13,31.52%,3,2014,"QUARTERLY"""
CITY,Krugerville,$669.01,$8189.50,-91.83%,$669.01,$8189.50,-91.83%,1,2013,"QUARTERLY"""
COUNTY,Bee,$7873.43,$7208.97,9.22%,$16472.68,$14799.18,11.31%,2,2014,"QUARTERLY"""
CITY,Bullard,$206.02,$453.75,-54.6%,$206.02,$453.75,-54.6%,1,2016,"QUARTERLY"""
CITY,Shenandoah,$59926.12,$59453.27,0.8%,$190281.33,$180480.85,5.43%,3,2015,"QUARTERLY"""
CITY,Big Spring,$8512.92,$8409.67,1.23%,$35249.39,$29271.37,20.42%,4,2014,"QUARTERLY"""
CITY,Coldspring,$805.01,$104.50,670.34%,$2239.08,$460.66,386.06%,3,2015,"QUARTERLY"""
CITY,Nacogdoches,$21307.09,$20853.87,2.17%,$87274.44,$83398.31,4.65%,4,2015,"QUARTERLY"""
CITY,Amarillo,$214220.13,$203777.51,5.12%,$423189.65,$412691.02,2.54%,2,2016,"QUARTERLY"""
CITY,Amarillo,$214220.13,$203777.51,5.12%,$423189.65,$412691.02,2.54%,2,2016,"QUARTERLY"""
CITY,Mount Vernon,$74.02,$0.00,0%,$292.13,$0.00,0%,4,2014,"QUARTERLY"""
CITY,Meadows Place,$1547.14,$1559.95,-0.82%,$1547.14,$1559.95,-0.82%,1,2015,"QUARTERLY"""
CITY,Muleshoe,$488.27,$375.14,30.16%,$935.62,$975.46,-4.08%,3,2013,"QUARTERLY"""
CITY,Saint Hedwig,$54.22,$58.74,-7.69%,$175.50,$157.95,11.11%,4,2014,"QUARTERLY"""
CITY,Rockdale,$1877.73,$1044.80,79.72%,$1877.73,$1044.80,79.72%,1,2016,"QUARTERLY"""
CITY,Balch Springs,$2260.91,$1641.81,37.71%,$12260.31,$6863.37,78.63%,4,2014,"QUARTERLY"""
COUNTY,Hood,$26731.17,$24513.66,9.05%,$49537.63,$47148.56,5.07%,2,2015,"QUARTERLY"""
CITY,Hitchcock,$1165.64,$826.80,40.98%,$5223.66,$3847.86,35.75%,4,2013,"QUARTERLY"""
CITY,Jacksonville,$5455.19,$3454.39,57.92%,$9945.69,$7823.91,27.12%,2,2014,"QUARTERLY"""
CITY,Carrollton,$23550.20,$18834.44,25.04%,$23550.20,$18834.44,25.04%,1,2013,"QUARTERLY"""
CITY,Pearland,$48697.96,$33457.92,45.55%,$48697.96,$33457.92,45.55%,1,2013,"QUARTERLY"""
CITY,Whitewright,$1526.22,$824.89,85.02%,$5156.11,$3014.91,71.02%,4,2013,"QUARTERLY"""
CITY,Cleburne,$8010.35,$8122.05,-1.38%,$8010.35,$8122.05,-1.38%,1,2013,"QUARTERLY"""
CITY,Early,$2431.33,$2075.34,17.15%,$2431.33,$2075.34,17.15%,1,2014,"QUARTERLY"""
CITY,Hedwig Village,$13772.57,$11947.70,15.27%,$54031.12,$35596.09,51.79%,4,2014,"QUARTERLY"""
COUNTY,Zavala,$911.38,$1322.54,-31.09%,$911.38,$1322.54,-31.09%,1,2016,"QUARTERLY"""
CITY,Throckmorton,$0.00,$0.00,0%,$0.00,$101.82,-100%,2,2014,"QUARTERLY"""
CITY,San Antonio,$1479356.60,$1410946.12,4.85%,$2805347.10,$2701629.40,3.84%,2,2013,"QUARTERLY"""
CITY,Hollywood Park,$1917.10,$1581.36,21.23%,$8107.46,$5934.79,36.61%,4,2014,"QUARTERLY"""
CITY,Huntsville,$23007.54,$18181.70,26.54%,$63532.63,$58218.59,9.13%,3,2013,"QUARTERLY"""
COUNTY,Gonzales,$4252.44,$2912.80,45.99%,$8016.92,$5755.80,39.28%,2,2014,"QUARTERLY"""
CITY,South Houston,$10358.55,$13079.02,-20.8%,$23651.59,$21734.36,8.82%,2,2015,"QUARTERLY"""
CITY,Woodcreek,$177.18,$192.74,-8.07%,$349.41,$452.42,-22.77%,3,2014,"QUARTERLY"""
CITY,Willis,$3320.80,$2343.04,41.73%,$3320.80,$2343.04,41.73%,1,2014,"QUARTERLY"""
CITY,Dalworthington Gardens,$853.44,$632.98,34.83%,$3151.68,$2805.59,12.34%,4,2013,"QUARTERLY"""
COUNTY,Coryell,$9147.03,$9083.88,0.7%,$18590.35,$17266.47,7.67%,2,2016,"QUARTERLY"""
COUNTY,Coryell,$9147.03,$9083.88,0.7%,$18590.35,$17266.47,7.67%,2,2016,"QUARTERLY"""
CITY,Arcola,$397.42,$503.86,-21.12%,$1668.76,$1811.83,-7.9%,4,2013,"QUARTERLY"""
CITY,Snyder,$3567.38,$1059.46,236.72%,$9164.97,$4302.20,113.03%,3,2013,"QUARTERLY"""
CITY,Deer Park,$2033.71,$1876.28,8.39%,$2033.71,$1876.28,8.39%,1,2015,"QUARTERLY"""
CITY,Blanco,$1715.36,$1150.39,49.11%,$6426.46,$5000.93,28.51%,4,2013,"QUARTERLY"""
CITY,Cockrell Hill,$207.17,$42.17,391.27%,$207.17,$42.17,391.27%,1,2014,"QUARTERLY"""
CITY,West Orange,$1706.06,$1230.04,38.7%,$3256.69,$2321.96,40.26%,2,2014,"QUARTERLY"""
COUNTY,Wilson,$7552.19,$5006.50,50.85%,$13457.03,$9584.84,40.4%,2,2016,"QUARTERLY"""
COUNTY,Wilson,$7552.19,$5006.50,50.85%,$13457.03,$9584.84,40.4%,2,2016,"QUARTERLY"""
CITY,Clear Lake Shores,$7333.49,$5898.78,24.32%,$21569.69,$13209.08,63.29%,3,2014,"QUARTERLY"""
CITY,San Juan,$1039.59,$890.93,16.69%,$2732.13,$3120.83,-12.46%,4,2015,"QUARTERLY"""
CITY,Sherman,$27659.76,$27192.04,1.72%,$113851.26,$111497.01,2.11%,4,2015,"QUARTERLY"""
CITY,Alamo Heights,$19456.22,$16625.55,17.03%,$19456.22,$16625.55,17.03%,1,2015,"QUARTERLY"""
CITY,Montgomery,$1240.44,$1215.62,2.04%,$2396.90,$2583.62,-7.23%,2,2016,"QUARTERLY"""
CITY,Montgomery,$1240.44,$1215.62,2.04%,$2396.90,$2583.62,-7.23%,2,2016,"QUARTERLY"""
CITY,Jefferson,$4192.14,$3451.85,21.45%,$4192.14,$3451.85,21.45%,1,2015,"QUARTERLY"""
CITY,Giddings,$1480.23,$1118.94,32.29%,$5651.75,$4406.61,28.26%,4,2013,"QUARTERLY"""
CITY,Oak Ridge North,$19960.50,$21057.99,-5.21%,$58321.48,$38943.56,49.76%,3,2015,"QUARTERLY"""
CITY,Lakeport,$1149.51,$131.05,777.15%,$2100.13,$587.08,257.72%,2,2014,"QUARTERLY"""
CITY,Springtown,$837.08,$651.83,28.42%,$1412.21,$1179.23,19.76%,2,2015,"QUARTERLY"""
CITY,Garden Ridge,$45.09,$50.31,-10.38%,$87.81,$109.26,-19.63%,2,2013,"QUARTERLY"""
COUNTY,Comal,$160524.02,$151146.38,6.2%,$298298.23,$273624.02,9.02%,2,2016,"QUARTERLY"""
COUNTY,Comal,$160524.02,$151146.38,6.2%,$298298.23,$273624.02,9.02%,2,2016,"QUARTERLY"""
CITY,Tyler,$95950.08,$88887.07,7.95%,$303626.01,$232760.03,30.45%,3,2014,"QUARTERLY"""
CITY,Atlanta,$327.77,$467.13,-29.83%,$768.29,$976.51,-21.32%,2,2015,"QUARTERLY"""
CITY,Liberty Hill,$1472.06,$1088.35,35.26%,$1472.06,$1088.35,35.26%,1,2013,"QUARTERLY"""
CITY,Somerville,$754.98,$670.70,12.57%,$754.98,$670.70,12.57%,1,2016,"QUARTERLY"""
CITY,Duncanville,$17898.65,$16363.25,9.38%,$59091.10,$53543.42,10.36%,3,2015,"QUARTERLY"""
CITY,Oakwood,$338.06,$342.09,-1.18%,$721.15,$737.23,-2.18%,2,2016,"QUARTERLY"""
CITY,Oakwood,$338.06,$342.09,-1.18%,$721.15,$737.23,-2.18%,2,2016,"QUARTERLY"""
CITY,Ponder,$356.14,$329.70,8.02%,$756.04,$605.31,24.9%,2,2014,"QUARTERLY"""
CITY,Wichita Falls,$74236.09,$77177.17,-3.81%,$147368.79,$145846.24,1.04%,2,2015,"QUARTERLY"""
CITY,Muenster,$1075.00,$1232.29,-12.76%,$3280.31,$4187.58,-21.67%,3,2013,"QUARTERLY"""
COUNTY,Parmer,$0.00,$15.57,-100%,$0.00,$15.57,-100%,1,2015,"QUARTERLY"""
CITY,Cross Roads,$3469.41,$2329.31,48.95%,$6008.10,$4006.45,49.96%,2,2015,"QUARTERLY"""
CITY,Saint Hedwig,$75.97,$54.22,40.11%,$331.55,$175.50,88.92%,4,2015,"QUARTERLY"""
CITY,Conroe,$58404.38,$39321.23,48.53%,$111822.90,$76101.38,46.94%,2,2014,"QUARTERLY"""
CITY,Seymour,$710.83,$499.89,42.2%,$2599.91,$1516.69,71.42%,4,2013,"QUARTERLY"""
CITY,Jasper,$2058.84,$1921.78,7.13%,$4175.22,$3793.21,10.07%,2,2015,"QUARTERLY"""
CITY,Missouri City,$14452.97,$9239.72,56.42%,$26226.40,$17854.15,46.89%,2,2014,"QUARTERLY"""
CITY,Alice,$8904.11,$9429.68,-5.57%,$38880.73,$35555.77,9.35%,4,2015,"QUARTERLY"""
COUNTY,Houston,$1550.85,$1500.91,3.33%,$1550.85,$1500.91,3.33%,1,2015,"QUARTERLY"""
CITY,Olmos Park,$5040.86,$4828.90,4.39%,$9873.32,$8979.02,9.96%,2,2016,"QUARTERLY"""
CITY,Olmos Park,$5040.86,$4828.90,4.39%,$9873.32,$8979.02,9.96%,2,2016,"QUARTERLY"""
CITY,Tomball,$15454.81,$16886.77,-8.48%,$15454.81,$16886.77,-8.48%,1,2016,"QUARTERLY"""
CITY,Kemah,$35659.93,$29075.97,22.64%,$149553.69,$126953.17,17.8%,4,2013,"QUARTERLY"""
CITY,Center,$1052.22,$1303.49,-19.28%,$1052.22,$1303.49,-19.28%,1,2015,"QUARTERLY"""
CITY,Mexia,$1623.93,$1868.56,-13.09%,$6737.13,$6656.64,1.21%,4,2015,"QUARTERLY"""
CITY,Beverly Hills,$696.67,$0.00,0%,$696.67,$0.00,0%,2,2016,"QUARTERLY"""
CITY,Beverly Hills,$696.67,$0.00,0%,$696.67,$0.00,0%,2,2016,"QUARTERLY"""
CITY,Conroe,$77831.83,$72093.98,7.96%,$162804.45,$160874.94,1.2%,2,2016,"QUARTERLY"""
CITY,Conroe,$77831.83,$72093.98,7.96%,$162804.45,$160874.94,1.2%,2,2016,"QUARTERLY"""
CITY,Howe,$0.00,$74.18,-100%,$0.00,$74.18,-100%,1,2013,"QUARTERLY"""
CITY,Quitman,$0.00,$0.00,0%,$0.00,$334.08,-100%,4,2015,"QUARTERLY"""
CITY,Van Alstyne,$135.49,$0.00,0%,$135.49,$0.00,0%,3,2014,"QUARTERLY"""
CITY,Shoreacres,$926.57,$614.21,50.86%,$2984.77,$2868.13,4.07%,4,2013,"QUARTERLY"""
CITY,Carrizo Springs,$5285.68,$3597.45,46.93%,$10195.36,$5012.93,103.38%,2,2014,"QUARTERLY"""
COUNTY,McLennan,$143519.57,$156305.82,-8.18%,$143519.57,$156305.82,-8.18%,1,2016,"QUARTERLY"""
CITY,Brownsville,$75123.72,$84362.67,-10.95%,$75123.72,$84362.67,-10.95%,1,2016,"QUARTERLY"""
COUNTY,Foard,$0.00,$148.61,-100%,$0.00,$211.37,-100%,2,2015,"QUARTERLY"""
COUNTY,Erath,$19523.91,$14488.60,34.75%,$53559.92,$46877.61,14.25%,3,2013,"QUARTERLY"""
CITY,Malakoff,$1705.82,$1693.92,0.7%,$3055.76,$3466.32,-11.84%,2,2013,"QUARTERLY"""
COUNTY,Victoria,$43807.72,$41692.49,5.07%,$43807.72,$41692.49,5.07%,1,2013,"QUARTERLY"""
CITY,Granbury,$14796.78,$9991.09,48.1%,$14796.78,$9991.09,48.1%,1,2014,"QUARTERLY"""
CITY,Daingerfield,$167.80,$143.54,16.9%,$167.80,$143.54,16.9%,1,2015,"QUARTERLY"""
CITY,Duncanville,$16363.25,$16112.96,1.55%,$53543.42,$44137.78,21.31%,3,2014,"QUARTERLY"""
COUNTY,Jones,$1654.63,$1403.08,17.93%,$1654.63,$1403.08,17.93%,1,2016,"QUARTERLY"""
CITY,Bartonville,$790.53,$853.59,-7.39%,$1501.42,$1547.49,-2.98%,2,2013,"QUARTERLY"""
COUNTY,Kaufman,$35856.08,$29192.08,22.83%,$68772.66,$57002.94,20.65%,2,2015,"QUARTERLY"""
COUNTY,Henderson,$23601.72,$22693.25,4%,$23601.72,$22693.25,4%,1,2016,"QUARTERLY"""
COUNTY,Jefferson,$170075.87,$166449.08,2.18%,$344609.40,$338616.34,1.77%,2,2016,"QUARTERLY"""
COUNTY,Jefferson,$170075.87,$166449.08,2.18%,$344609.40,$338616.34,1.77%,2,2016,"QUARTERLY"""
COUNTY,Runnels,$179.30,$148.01,21.14%,$683.76,$587.39,16.41%,4,2013,"QUARTERLY"""
CITY,Crockett,$1723.10,$1563.09,10.24%,$3073.97,$2887.06,6.47%,2,2015,"QUARTERLY"""
CITY,Domino,$894.43,$973.94,-8.16%,$894.43,$973.94,-8.16%,1,2015,"QUARTERLY"""
COUNTY,Webb,$81222.01,$70228.88,15.65%,$81222.01,$70228.88,15.65%,1,2013,"QUARTERLY"""
CITY,Bandera,$2518.78,$1660.11,51.72%,$2518.78,$1660.11,51.72%,1,2015,"QUARTERLY"""
CITY,Sonora,$275.51,$332.99,-17.26%,$877.22,$853.92,2.73%,3,2015,"QUARTERLY"""
COUNTY,Hansford,$485.48,$354.29,37.03%,$1718.20,$1405.43,22.25%,4,2013,"QUARTERLY"""
COUNTY,Medina,$3423.47,$3252.97,5.24%,$6844.30,$5891.35,16.18%,2,2015,"QUARTERLY"""
COUNTY,Marion,$4819.04,$3181.72,51.46%,$8851.06,$6820.49,29.77%,2,2014,"QUARTERLY"""
CITY,Balch Springs,$1641.81,$1389.40,18.17%,$6863.37,$5885.89,16.61%,4,2013,"QUARTERLY"""
CITY,Granbury,$15822.20,$15670.68,0.97%,$30645.93,$29268.22,4.71%,2,2016,"QUARTERLY"""
